6665114,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,null,null,201801,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
5273957,BSc (Hons) in Computer Science,481BCS,null,null,201501,Male,"JEFFREY CHEAH CONTINUING SCHOLARSHIP, JEFFREY CHEAH CONTINUING SCHOLARSHIP"
3772988,Bachelor of Mechatronic Engineering (Robotics) with Honours,0788BMRE,null,null,202502,Male,"INAUGURAL BURSARY, SUNWAY PALS BURSARY, INAUGURAL BURSARY"
7122579,Bachelor of Science (Honours) in Information Technology,null,null,null,202409,null,null
6344757,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,null,null,201701,Male,"SUNWAY SPORTS SCHOLARSHIP, SUNWAY SPORTS SCHOLARSHIP, SUNWAY SPORTS SCHOLARSHIP"
1045957,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,null,null,201903,Male,SUNWAY PALS BURSARY
2444621,BSc (Hons) in Computer Science,481BCS,null,null,201303,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
2431397,BSc (Hons) Information Technology,481BIT3,null,null,202404,Male,"REBATE FOR INTERNATIONAL PROGRESSION, REBATE FOR INTERNATIONAL PROGRESSION"
5275850,Bachelor of Electronic and Electrical Engineering with Honours,523BEEE,3.41,3.35,202201,Male,"SUNWAY ACE SCHOLARSHIP, SUNWAY PALS BURSARY"
6259730,BSc (Hons) Information Technology,481BIT,0,3.25,202201,Male,JEFFREY CHEAH ACE SCHOLARSHIP
6329224,Bachelor of Mechanical Engineering with Honours,714BMEC,null,null,202502,Male,"SUNWAY ENTRANCE SCHOLARSHIP, INAUGURAL BURSARY, SUNWAY PALS BURSARY"
8858471,BSc (Hons) in Computer Science,481BCS2,0,4,202404,Male,"SUNWAY ACE SCHOLARSHIP, SUNWAY ACE SCHOLARSHIP"
5762716,BSc (Hons) in Computer Science,481BCS,null,null,201703,Female,JEFFREY CHEAH CONTINUING SCHOLARSHIP
4662079,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA,null,null,202203,Male,"SUNWAY PALS BURSARY, JEFFREY CHEAH ACE SCHOLARSHIP"
653984,BSc (Hons) in Computer Science,481BCS,null,null,201508,Male,"JEFFREY CHEAH CONTINUING SCHOLARSHIP, JEFFREY CHEAH CONTINUING SCHOLARSHIP"
4981040,BSc (Hons) in Computer Science,481BCS,null,null,202104,Male,"SUNWAY PALS BURSARY, JEFFREY CHEAH ENTRANCE SCHOLARSHIP"
5178750,Bachelor of Science (Honours) in Computer Science,null,null,null,202409,null,null
1877102,BSc (Hons) in Computer Science,481BCS,null,null,201508,Male,"JEFFREY CHEAH ENTRANCE SCHOLARSHIP, JEFFREY CHEAH ENTRANCE SCHOLARSHIP"
2864696,Bachelor of Software Engineering (Hons),481BSE,null,null,201808,Male,JEFFREY CHEAH ACE SCHOLARSHIP
4128463,Bachelor of Software Engineering (Hons),481BSE,null,null,201803,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
6076968,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,3.59,3.95,202208,Male,JEFFREY CHEAH ACE SCHOLARSHIP
2162071,BSc (Hons) Information Technology,481BIT,null,null,201303,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
8640238,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,3.4,3.75,202104,Male,"JEFFREY CHEAH ENTRANCE SCHOLARSHIP, JEFFREY CHEAH ENTRANCE SCHOLARSHIP"
1132109,BSc (Hons) in Computer Science,481BCS,null,null,201903,Male,SUNWAY PALS BURSARY
643484,Bachelor of Mechanical Engineering with Honours,714BMEC,null,null,202502,Male,"INAUGURAL BURSARY, SUNWAY ACE SCHOLARSHIP"
8064148,Bachelor of Chemical Engineering with Honours,524BCHE,3.38,3.5,202309,Female,JEFFREY CHEAH FOUNDATION SCHOLARSHIP
403589,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA,3.02,0,202208,Male,"SUNWAY PALS BURSARY, JEFFREY CHEAH ACE SCHOLARSHIP, SUNWAY PALS BURSARY"
9651347,Bachelor of Electronic and Electrical Engineering with Honours,523BEEE,3.9,3.92,202208,Female,"SUNWAY ACE SCHOLARSHIP, SUNWAY PALS BURSARY, SUNWAY ACE SCHOLARSHIP"
5359844,BSc (Hons) in Computer Science,481BCS2,3.67,3.67,202401,Male,"SUNWAY PALS BURSARY, SUNWAY ACE SCHOLARSHIP"
7736159,Bachelor of Science (Honours) in Computer Science,null,null,null,202409,null,null
7525601,BSc (Hons) in Computer Science,481BCS2,null,null,202401,Female,SUNWAY PALS BURSARY
1186964,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA1,2.9,2.83,202309,Male,JEFFREY CHEAH ACE SCHOLARSHIP
930590,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS2,0,3.5,202404,Male,REBATE FOR INTERNATIONAL PROGRESSION
1317537,BSc (Hons) Information Technology,481BIT,null,null,201203,Female,"JEFFREY CHEAH CONTINUING SCHOLARSHIP, JEFFREY CHEAH CONTINUING SCHOLARSHIP"
9570684,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA,3.2,0,202208,Female,"SUNWAY GROUP STAFF DISCOUNT, JEFFREY CHEAH ACE SCHOLARSHIP"
8541788,Bachelor of Science (Honours) in Computer Science,null,null,null,202502,null,null
9729217,Bachelor of Science (Honours) in Computer Science,null,null,null,202409,null,null
6192366,Bachelor of Science (Honours) Information Systems (Business Analytics),482BSBA,null,null,201708,Female,JEFFREY CHEAH CONTINUING SCHOLARSHIP
796886,BSc (Hons) Information Systems,481BIS,null,null,201908,Male,"JEFFREY CHEAH CONTINUING SCHOLARSHIP, JEFFREY CHEAH CONTINUING SCHOLARSHIP"
2783836,BSc (Hons) Information Technology,481BIT,null,null,201803,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
2395631,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA2,3.5,4,202409,Female,"SUNWAY PALS BURSARY, SUNWAY ACE SCHOLARSHIP, SUNWAY ACE SCHOLARSHIP"
5858390,BSc (Hons) in Computer Science,481BCS,null,null,201603,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
324595,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA,3.47,3.42,202008,Male,SUNWAY PALS BURSARY
6253786,BSc (Hons) in Computer Science,481BCS3,0,4,202409,Female,"SUNWAY PALS BURSARY, SUNWAY PALS BURSARY"
4885095,BSc (Hons) in Computer Science,481BCS2,0,4,202404,Male,"SIBLING DISCOUNT, SUNWAY ENTRANCE SCHOLARSHIP, SUNWAY ENTRANCE SCHOLARSHIP"
6964680,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA,3.46,3.28,202003,Male,SUNWAY PALS BURSARY
3403629,Bachelor of Software Engineering (Hons),481BSE,3.43,0,202003,Female,"JEFFREY CHEAH ACE SCHOLARSHIP, JEFFREY CHEAH ACE SCHOLARSHIP"
7935154,BSc (Hons) in Computer Science,481BCS,null,null,201503,Male,"JEFFREY CHEAH CONTINUING SCHOLARSHIP, JEFFREY CHEAH CONTINUING SCHOLARSHIP"
4725447,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,null,null,201808,Male,"JEFFREY CHEAH CONTINUING SCHOLARSHIP, JEFFREY CHEAH CONTINUING SCHOLARSHIP"
215780,BSc (Hons) in Computer Science,481BCS,3.75,3.57,202101,Male,"SUNWAY PALS BURSARY, JEFFREY CHEAH SPECIAL ENTRANCE SCHOLARSHIP"
3622785,Bachelor of Software Engineering (Hons),481BSE,null,null,201803,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
6983255,BSc (Hons) Information Technology,481BIT,null,null,201108,Male,"JEFFREY CHEAH ENTRANCE SCHOLARSHIP, JEFFREY CHEAH ENTRANCE SCHOLARSHIP"
1733394,BSc (Hons) Information Technology,481BIT,3.44,3.72,202003,Male,SUNWAY PALS BURSARY
4076157,BSc (Hons) in Computer Science,481BCS,null,null,201703,Male,"JEFFREY CHEAH CONTINUING SCHOLARSHIP, JEFFREY CHEAH CONTINUING SCHOLARSHIP"
722418,BSc (Hons) in Computer Science,481BCS,0,2.42,202008,Male,"SUNWAY PALS BURSARY, JEFFREY CHEAH ACE SCHOLARSHIP"
689565,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,null,null,201708,Male,JEFFREY CHEAH FOUNDATION COMMUNITY SCHOLARSHIP
900084,BSc (Hons) in Computer Science,481BCS,3.63,0,202301,Male,JEFFREY CHEAH ENTRANCE SCHOLARSHIP
8148095,BSc (Hons) in Computer Science,481BCS,null,null,201603,Male,"JEFFREY CHEAH CONTINUING SCHOLARSHIP, JEFFREY CHEAH CONTINUING SCHOLARSHIP"
5639443,BSc (Hons) Information Technology,481BIT3,0,4,202409,Female,SUNWAY ACE SCHOLARSHIP
1155398,BSc (Hons) in Computer Science,481BCS,null,null,202001,Male,"JEFFREY CHEAH ACE SCHOLARSHIP, JEFFREY CHEAH ACE SCHOLARSHIP"
2236121,BSc (Hons) Information Technology,481BIT,null,null,201108,Female,null
7849169,BSc (Hons) in Computer Science,481BCS2,0,3.06,202404,Male,SUNWAY PALS BURSARY
6984748,BSc (Hons) in Computer Science,481BCS,2.75,2.75,202008,Male,SUNWAY PALS BURSARY
3412296,BSc (Hons) in Computer Science,481BCS,3.43,0,202104,Female,"CIS ECA SCHOLARSHIP, SIBLING DISCOUNT, JEFFREY CHEAH ENTRANCE SCHOLARSHIP"
4773194,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,null,null,201808,Male,"SUNWAY SPORTS SCHOLARSHIP, SUNWAY SPORTS SCHOLARSHIP, SUNWAY SPORTS SCHOLARSHIP"
7991517,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS2,1.33,1.33,202401,Male,"SUNWAY ACE SCHOLARSHIP, SUNWAY PALS BURSARY"
3760103,BSc (Hons) in Computer Science,481BCS,2.78,0,202301,Male,SUNWAY PALS BURSARY
7455866,BSc (Hons) Information Technology,481BIT,null,null,201608,Male,"JEFFREY CHEAH FOUNDATION SCHOLARSHIP, JEFFREY CHEAH ENTRANCE SCHOLARSHIP"
7082104,BSc (Hons) Information Systems,481BIS,null,null,201608,Male,"SIN CHEW EDUCATION FUND, SIN CHEW EDUCATION FUND"
7453506,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,3.14,3.21,202008,Male,JEFFREY CHEAH ACE SCHOLARSHIP
2200756,BSc (Hons) Information Technology,481BIT,null,null,201603,Male,"JEFFREY CHEAH ENTRANCE SCHOLARSHIP, JEFFREY CHEAH ENTRANCE SCHOLARSHIP"
8685398,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA2,2.96,3.33,202404,Male,"SUNWAY PALS BURSARY, SUNWAY ACE SCHOLARSHIP, SUNWAY PALS BURSARY"
5542109,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA,3.24,0,202301,Male,SUNWAY PALS BURSARY
8966722,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,null,null,201601,Male,JEFFREY CHEAH CONTINUING SCHOLARSHIP
7954344,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA2,0,4,202404,Male,"SUNWAY ACE SCHOLARSHIP, SUNWAY ACE SCHOLARSHIP, SUNWAY ACE SCHOLARSHIP"
4424226,BSc (Hons) in Computer Science,481BCS3,0,4,202409,Female,SUNWAY ACE SCHOLARSHIP
5381915,BSc (Hons) Information Technology,481BIT3,0,3.75,202409,Female,REBATE FOR INTERNATIONAL PROGRESSION
9592014,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,3.36,0,202003,Male,SUNWAY PALS BURSARY
6100553,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,3.64,0,202104,Male,"JEFFREY CHEAH ACE SCHOLARSHIP, JEFFREY CHEAH ACE SCHOLARSHIP"
1031301,BSc (Hons) Information Technology,481BIT,null,null,201103,Female,"JEFFREY CHEAH ENTRANCE SCHOLARSHIP, JEFFREY CHEAH ENTRANCE SCHOLARSHIP"
3097481,BSc (Hons) in Computer Science,481BCS,3.44,3.57,201908,Male,"JEFFREY CHEAH ENTRANCE SCHOLARSHIP, SIN CHEW EDUCATION FUND"
7434161,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA1,3.45,3.08,202309,Male,SUNWAY PALS BURSARY
7420295,Bachelor of Software Engineering (Hons),481BSE,2.97,0,202309,Male,JEFFREY CHEAH ACE SCHOLARSHIP
1549662,Bachelor of Mechanical Engineering with Honours,714BMEC,0,2.75,202409,Male,"INAUGURAL BURSARY, JEFFREY CHEAH FOUNDATION SCHOLARSHIP"
2429606,BSc (Hons) in Computer Science,481BCS,3.38,3.08,202101,Male,JEFFREY CHEAH ACE SCHOLARSHIP
3411761,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA2,0,4,202409,Male,"SUNWAY PALS BURSARY, SUNWAY ACE SCHOLARSHIP"
8219381,BSc (Hons) Information Systems,481BIS,null,null,201308,Male,"JEFFREY CHEAH CONTINUING SCHOLARSHIP, JEFFREY CHEAH CONTINUING SCHOLARSHIP"
507179,Bachelor of Chemical Engineering with Honours,524BCHE,0,3.58,202409,Female,"SUNWAY ACE SCHOLARSHIP, SUNWAY ACE SCHOLARSHIP"
6263918,BSc (Hons) in Computer Science,481BCS,null,null,201203,Female,JEFFREY CHEAH ENTRANCE SCHOLARSHIP
8783006,Bachelor of Software Engineering (Hons),481BSE2,null,null,202409,Male,"SUNWAY ACE SCHOLARSHIP, SUNWAY ACE SCHOLARSHIP"
8198732,BSc (Hons) Information Technology (Computer Networking and Security),481BCNS,3.5,0,202301,Male,JEFFREY CHEAH ENTRANCE SCHOLARSHIP
363069,Bachelor of Information Systems (Honours) (Data Analytics),482BSDA,3.1,2.75,202108,Female,"IO SUNWAY PALS BURSARY, SUNWAY PALS BURSARY"
1749817,BSc (Hons) in Computer Science,481BCS2,0,4,202404,Female,SIBLING DISCOUNT
8004307,Bachelor of Software Engineering (Hons),481BSE,3.81,0,202208,Male,"JEFFREY CHEAH ACE SCHOLARSHIP, JEFFREY CHEAH ACE SCHOLARSHIP"
